event_id,order_id,event,status
533,134,ส่งเข้า KDS,รอดำเนินการ
534,134,บาริสต้ารับออเดอร์,กำลังทำ
535,134,เรียกคิว,พร้อมรับ
536,134,ส่งมอบสำเร็จ,เสร็จสิ้น
537,135,ส่งเข้า KDS,รอดำเนินการ
538,135,บาริสต้ารับออเดอร์,กำลังทำ
539,135,เรียกคิว,พร้อมรับ
540,135,ส่งมอบสำเร็จ,เสร็จสิ้น
541,136,ส่งเข้า KDS,รอดำเนินการ
542,136,บาริสต้ารับออเดอร์,กำลังทำ
543,136,เรียกคิว,พร้อมรับ
544,136,ส่งมอบสำเร็จ,เสร็จสิ้น
545,137,ส่งเข้า KDS,รอดำเนินการ
546,137,บาริสต้ารับออเดอร์,กำลังทำ
547,137,เรียกคิว,พร้อมรับ
548,137,ส่งมอบสำเร็จ,เสร็จสิ้น
549,138,ส่งเข้า KDS,รอดำเนินการ
550,138,บาริสต้ารับออเดอร์,กำลังทำ
551,138,เรียกคิว,พร้อมรับ
552,138,ส่งมอบสำเร็จ,เสร็จสิ้น
553,139,ส่งเข้า KDS,รอดำเนินการ
554,139,บาริสต้ารับออเดอร์,กำลังทำ
555,139,เรียกคิว,พร้อมรับ
556,139,ส่งมอบสำเร็จ,เสร็จสิ้น
557,140,ส่งเข้า KDS,รอดำเนินการ
558,140,บาริสต้ารับออเดอร์,กำลังทำ
559,140,เรียกคิว,พร้อมรับ
560,140,ส่งมอบสำเร็จ,เสร็จสิ้น
561,141,ส่งเข้า KDS,รอดำเนินการ
562,141,บาริสต้ารับออเดอร์,กำลังทำ
563,141,เรียกคิว,พร้อมรับ
564,141,ส่งมอบสำเร็จ,เสร็จสิ้น
565,142,ส่งเข้า KDS,รอดำเนินการ
566,142,บาริสต้ารับออเดอร์,กำลังทำ
567,142,เรียกคิว,พร้อมรับ
568,142,ส่งมอบสำเร็จ,เสร็จสิ้น
569,143,ส่งเข้า KDS,รอดำเนินการ
570,143,บาริสต้ารับออเดอร์,กำลังทำ
571,143,เรียกคิว,พร้อมรับ
572,143,ส่งมอบสำเร็จ,เสร็จสิ้น
573,144,ส่งเข้า KDS,รอดำเนินการ
574,144,บาริสต้ารับออเดอร์,กำลังทำ
575,144,เรียกคิว,พร้อมรับ
576,144,ส่งมอบสำเร็จ,เสร็จสิ้น
577,145,ส่งเข้า KDS,รอดำเนินการ
578,145,บาริสต้ารับออเดอร์,กำลังทำ
579,145,เรียกคิว,พร้อมรับ
580,145,ส่งมอบสำเร็จ,เสร็จสิ้น
581,146,ส่งเข้า KDS,รอดำเนินการ
582,146,บาริสต้ารับออเดอร์,กำลังทำ
583,146,เรียกคิว,พร้อมรับ
584,146,ส่งมอบสำเร็จ,เสร็จสิ้น
585,147,ส่งเข้า KDS,รอดำเนินการ
586,147,บาริสต้ารับออเดอร์,กำลังทำ
587,147,เรียกคิว,พร้อมรับ
588,147,ส่งมอบสำเร็จ,เสร็จสิ้น
589,148,ส่งเข้า KDS,รอดำเนินการ
590,148,บาริสต้ารับออเดอร์,กำลังทำ
591,148,เรียกคิว,พร้อมรับ
592,148,ส่งมอบสำเร็จ,เสร็จสิ้น
593,149,ส่งเข้า KDS,รอดำเนินการ
594,149,บาริสต้ารับออเดอร์,กำลังทำ
595,149,เรียกคิว,พร้อมรับ
596,149,ส่งมอบสำเร็จ,เสร็จสิ้น
597,150,ส่งเข้า KDS,รอดำเนินการ
598,150,บาริสต้ารับออเดอร์,กำลังทำ
599,150,เรียกคิว,พร้อมรับ
600,150,ส่งมอบสำเร็จ,เสร็จสิ้น
601,151,ส่งเข้า KDS,รอดำเนินการ
602,151,บาริสต้ารับออเดอร์,กำลังทำ
603,151,เรียกคิว,พร้อมรับ
604,151,ส่งมอบสำเร็จ,เสร็จสิ้น
605,152,ส่งเข้า KDS,รอดำเนินการ
606,152,บาริสต้ารับออเดอร์,กำลังทำ
607,152,เรียกคิว,พร้อมรับ
608,152,ส่งมอบสำเร็จ,เสร็จสิ้น
609,153,ส่งเข้า KDS,รอดำเนินการ
610,153,บาริสต้ารับออเดอร์,กำลังทำ
611,153,เรียกคิว,พร้อมรับ
612,153,ส่งมอบสำเร็จ,เสร็จสิ้น
613,154,ส่งเข้า KDS,รอดำเนินการ
614,154,บาริสต้ารับออเดอร์,กำลังทำ
615,154,เรียกคิว,พร้อมรับ
616,154,ส่งมอบสำเร็จ,เสร็จสิ้น
617,155,ส่งเข้า KDS,รอดำเนินการ
618,155,บาริสต้ารับออเดอร์,กำลังทำ
619,155,เรียกคิว,พร้อมรับ
620,155,ส่งมอบสำเร็จ,เสร็จสิ้น
621,156,ส่งเข้า KDS,รอดำเนินการ
622,156,บาริสต้ารับออเดอร์,กำลังทำ
623,156,เรียกคิว,พร้อมรับ
624,156,ส่งมอบสำเร็จ,เสร็จสิ้น
625,157,ส่งเข้า KDS,รอดำเนินการ
626,157,บาริสต้ารับออเดอร์,กำลังทำ
627,157,เรียกคิว,พร้อมรับ
628,157,ส่งมอบสำเร็จ,เสร็จสิ้น
629,158,ส่งเข้า KDS,รอดำเนินการ
630,158,บาริสต้ารับออเดอร์,กำลังทำ
631,158,เรียกคิว,พร้อมรับ
632,158,ส่งมอบสำเร็จ,เสร็จสิ้น
633,159,ส่งเข้า KDS,รอดำเนินการ
634,159,บาริสต้ารับออเดอร์,กำลังทำ
635,159,เรียกคิว,พร้อมรับ
636,159,ส่งมอบสำเร็จ,เสร็จสิ้น
637,160,ส่งเข้า KDS,รอดำเนินการ
638,160,บาริสต้ารับออเดอร์,กำลังทำ
639,160,เรียกคิว,พร้อมรับ
640,160,ส่งมอบสำเร็จ,เสร็จสิ้น
641,161,ส่งเข้า KDS,รอดำเนินการ
642,161,บาริสต้ารับออเดอร์,กำลังทำ
643,161,เรียกคิว,พร้อมรับ
644,161,ส่งมอบสำเร็จ,เสร็จสิ้น
645,162,ส่งเข้า KDS,รอดำเนินการ
646,162,บาริสต้ารับออเดอร์,กำลังทำ
647,162,เรียกคิว,พร้อมรับ
648,162,ส่งมอบสำเร็จ,เสร็จสิ้น
649,163,ส่งเข้า KDS,รอดำเนินการ
650,163,บาริสต้ารับออเดอร์,กำลังทำ
651,163,เรียกคิว,พร้อมรับ
652,163,ส่งมอบสำเร็จ,เสร็จสิ้น
653,164,ส่งเข้า KDS,รอดำเนินการ
654,164,บาริสต้ารับออเดอร์,กำลังทำ
655,164,เรียกคิว,พร้อมรับ
656,164,ส่งมอบสำเร็จ,เสร็จสิ้น
657,165,ส่งเข้า KDS,รอดำเนินการ
658,165,บาริสต้ารับออเดอร์,กำลังทำ
659,165,เรียกคิว,พร้อมรับ
660,165,ส่งมอบสำเร็จ,เสร็จสิ้น
661,166,ส่งเข้า KDS,รอดำเนินการ
662,166,บาริสต้ารับออเดอร์,กำลังทำ
663,166,เรียกคิว,พร้อมรับ
664,166,ส่งมอบสำเร็จ,เสร็จสิ้น
665,167,ส่งเข้า KDS,รอดำเนินการ
666,167,บาริสต้ารับออเดอร์,กำลังทำ
667,167,เรียกคิว,พร้อมรับ
668,167,ส่งมอบสำเร็จ,เสร็จสิ้น
669,168,ส่งเข้า KDS,รอดำเนินการ
670,168,บาริสต้ารับออเดอร์,กำลังทำ
671,168,เรียกคิว,พร้อมรับ
672,168,ส่งมอบสำเร็จ,เสร็จสิ้น
673,169,ส่งเข้า KDS,รอดำเนินการ
674,169,บาริสต้ารับออเดอร์,กำลังทำ
675,169,เรียกคิว,พร้อมรับ
676,169,ส่งมอบสำเร็จ,เสร็จสิ้น
677,170,ส่งเข้า KDS,รอดำเนินการ
678,170,บาริสต้ารับออเดอร์,กำลังทำ
679,170,เรียกคิว,พร้อมรับ
680,170,ส่งมอบสำเร็จ,เสร็จสิ้น
681,171,ส่งเข้า KDS,รอดำเนินการ
682,171,บาริสต้ารับออเดอร์,กำลังทำ
683,171,เรียกคิว,พร้อมรับ
684,171,ส่งมอบสำเร็จ,เสร็จสิ้น
685,172,ส่งเข้า KDS,รอดำเนินการ
686,172,บาริสต้ารับออเดอร์,กำลังทำ
687,172,เรียกคิว,พร้อมรับ
688,172,ส่งมอบสำเร็จ,เสร็จสิ้น
689,173,ส่งเข้า KDS,รอดำเนินการ
690,173,บาริสต้ารับออเดอร์,กำลังทำ
691,173,เรียกคิว,พร้อมรับ
692,173,ส่งมอบสำเร็จ,เสร็จสิ้น
693,174,ส่งเข้า KDS,รอดำเนินการ
694,174,บาริสต้ารับออเดอร์,กำลังทำ
695,174,เรียกคิว,พร้อมรับ
696,174,ส่งมอบสำเร็จ,เสร็จสิ้น
697,175,ส่งเข้า KDS,รอดำเนินการ
698,175,บาริสต้ารับออเดอร์,กำลังทำ
699,175,เรียกคิว,พร้อมรับ
700,175,ส่งมอบสำเร็จ,เสร็จสิ้น
701,176,ส่งเข้า KDS,รอดำเนินการ
702,176,บาริสต้ารับออเดอร์,กำลังทำ
703,176,เรียกคิว,พร้อมรับ
704,176,ส่งมอบสำเร็จ,เสร็จสิ้น
705,177,ส่งเข้า KDS,รอดำเนินการ
706,177,บาริสต้ารับออเดอร์,กำลังทำ
707,177,เรียกคิว,พร้อมรับ
708,177,ส่งมอบสำเร็จ,เสร็จสิ้น
709,178,ส่งเข้า KDS,รอดำเนินการ
710,178,บาริสต้ารับออเดอร์,กำลังทำ
711,178,เรียกคิว,พร้อมรับ
712,178,ส่งมอบสำเร็จ,เสร็จสิ้น
713,179,ส่งเข้า KDS,รอดำเนินการ
714,179,บาริสต้ารับออเดอร์,กำลังทำ
715,179,เรียกคิว,พร้อมรับ
716,179,ส่งมอบสำเร็จ,เสร็จสิ้น
717,180,ส่งเข้า KDS,รอดำเนินการ
718,180,บาริสต้ารับออเดอร์,กำลังทำ
719,180,เรียกคิว,พร้อมรับ
720,180,ส่งมอบสำเร็จ,เสร็จสิ้น
721,181,ส่งเข้า KDS,รอดำเนินการ
722,181,บาริสต้ารับออเดอร์,กำลังทำ
723,181,เรียกคิว,พร้อมรับ
724,181,ส่งมอบสำเร็จ,เสร็จสิ้น
725,182,ส่งเข้า KDS,รอดำเนินการ
726,182,บาริสต้ารับออเดอร์,กำลังทำ
727,182,เรียกคิว,พร้อมรับ
728,182,ส่งมอบสำเร็จ,เสร็จสิ้น
729,183,ส่งเข้า KDS,รอดำเนินการ
730,183,บาริสต้ารับออเดอร์,กำลังทำ
731,183,เรียกคิว,พร้อมรับ
732,183,ส่งมอบสำเร็จ,เสร็จสิ้น
733,184,ส่งเข้า KDS,รอดำเนินการ
734,184,บาริสต้ารับออเดอร์,กำลังทำ
735,184,เรียกคิว,พร้อมรับ
736,184,ส่งมอบสำเร็จ,เสร็จสิ้น
737,185,ส่งเข้า KDS,รอดำเนินการ
738,185,บาริสต้ารับออเดอร์,กำลังทำ
739,185,เรียกคิว,พร้อมรับ
740,185,ส่งมอบสำเร็จ,เสร็จสิ้น
741,186,ส่งเข้า KDS,รอดำเนินการ
742,186,บาริสต้ารับออเดอร์,กำลังทำ
743,186,เรียกคิว,พร้อมรับ
744,186,ส่งมอบสำเร็จ,เสร็จสิ้น
745,187,ส่งเข้า KDS,รอดำเนินการ
746,187,บาริสต้ารับออเดอร์,กำลังทำ
747,187,เรียกคิว,พร้อมรับ
748,187,ส่งมอบสำเร็จ,เสร็จสิ้น
749,188,ส่งเข้า KDS,รอดำเนินการ
750,188,บาริสต้ารับออเดอร์,กำลังทำ
751,188,เรียกคิว,พร้อมรับ
752,188,ส่งมอบสำเร็จ,เสร็จสิ้น
753,189,ส่งเข้า KDS,รอดำเนินการ
754,189,บาริสต้ารับออเดอร์,กำลังทำ
755,189,เรียกคิว,พร้อมรับ
756,189,ส่งมอบสำเร็จ,เสร็จสิ้น
757,190,ส่งเข้า KDS,รอดำเนินการ
758,190,บาริสต้ารับออเดอร์,กำลังทำ
759,190,เรียกคิว,พร้อมรับ
760,190,ส่งมอบสำเร็จ,เสร็จสิ้น
761,191,ส่งเข้า KDS,รอดำเนินการ
762,191,บาริสต้ารับออเดอร์,กำลังทำ
763,191,เรียกคิว,พร้อมรับ
764,191,ส่งมอบสำเร็จ,เสร็จสิ้น
765,192,ส่งเข้า KDS,รอดำเนินการ
766,192,บาริสต้ารับออเดอร์,กำลังทำ
767,192,เรียกคิว,พร้อมรับ
768,192,ส่งมอบสำเร็จ,เสร็จสิ้น
769,193,ส่งเข้า KDS,รอดำเนินการ
770,193,บาริสต้ารับออเดอร์,กำลังทำ
771,193,เรียกคิว,พร้อมรับ
772,193,ส่งมอบสำเร็จ,เสร็จสิ้น
773,194,ส่งเข้า KDS,รอดำเนินการ
774,194,บาริสต้ารับออเดอร์,กำลังทำ
775,194,เรียกคิว,พร้อมรับ
776,194,ส่งมอบสำเร็จ,เสร็จสิ้น
777,195,ส่งเข้า KDS,รอดำเนินการ
778,195,บาริสต้ารับออเดอร์,กำลังทำ
779,195,เรียกคิว,พร้อมรับ
780,195,ส่งมอบสำเร็จ,เสร็จสิ้น
781,196,ส่งเข้า KDS,รอดำเนินการ
782,196,บาริสต้ารับออเดอร์,กำลังทำ
783,196,เรียกคิว,พร้อมรับ
784,196,ส่งมอบสำเร็จ,เสร็จสิ้น
785,197,ส่งเข้า KDS,รอดำเนินการ
786,197,บาริสต้ารับออเดอร์,กำลังทำ
787,197,เรียกคิว,พร้อมรับ
788,197,ส่งมอบสำเร็จ,เสร็จสิ้น
789,198,ส่งเข้า KDS,รอดำเนินการ
790,198,บาริสต้ารับออเดอร์,กำลังทำ
791,198,เรียกคิว,พร้อมรับ
792,198,ส่งมอบสำเร็จ,เสร็จสิ้น
793,199,ส่งเข้า KDS,รอดำเนินการ
794,199,บาริสต้ารับออเดอร์,กำลังทำ
795,199,เรียกคิว,พร้อมรับ
796,199,ส่งมอบสำเร็จ,เสร็จสิ้น
797,200,ส่งเข้า KDS,รอดำเนินการ
798,200,บาริสต้ารับออเดอร์,กำลังทำ
799,200,เรียกคิว,พร้อมรับ
800,200,ส่งมอบสำเร็จ,เสร็จสิ้น
801,201,ส่งเข้า KDS,รอดำเนินการ
802,201,บาริสต้ารับออเดอร์,กำลังทำ
803,201,เรียกคิว,พร้อมรับ
804,201,ส่งมอบสำเร็จ,เสร็จสิ้น
805,202,ส่งเข้า KDS,รอดำเนินการ
806,202,บาริสต้ารับออเดอร์,กำลังทำ
807,202,เรียกคิว,พร้อมรับ
808,202,ส่งมอบสำเร็จ,เสร็จสิ้น
809,203,ส่งเข้า KDS,รอดำเนินการ
810,203,บาริสต้ารับออเดอร์,กำลังทำ
811,203,เรียกคิว,พร้อมรับ
812,203,ส่งมอบสำเร็จ,เสร็จสิ้น
813,204,ส่งเข้า KDS,รอดำเนินการ
814,204,บาริสต้ารับออเดอร์,กำลังทำ
815,204,เรียกคิว,พร้อมรับ
816,204,ส่งมอบสำเร็จ,เสร็จสิ้น
817,205,ส่งเข้า KDS,รอดำเนินการ
818,205,บาริสต้ารับออเดอร์,กำลังทำ
819,205,เรียกคิว,พร้อมรับ
820,205,ส่งมอบสำเร็จ,เสร็จสิ้น
821,206,ส่งเข้า KDS,รอดำเนินการ
822,206,บาริสต้ารับออเดอร์,กำลังทำ
823,206,เรียกคิว,พร้อมรับ
824,206,ส่งมอบสำเร็จ,เสร็จสิ้น
825,207,ส่งเข้า KDS,รอดำเนินการ
826,207,บาริสต้ารับออเดอร์,กำลังทำ
827,207,เรียกคิว,พร้อมรับ
828,207,ส่งมอบสำเร็จ,เสร็จสิ้น
829,208,ส่งเข้า KDS,รอดำเนินการ
830,208,บาริสต้ารับออเดอร์,กำลังทำ
831,208,เรียกคิว,พร้อมรับ
832,208,ส่งมอบสำเร็จ,เสร็จสิ้น
833,209,ส่งเข้า KDS,รอดำเนินการ
834,209,บาริสต้ารับออเดอร์,กำลังทำ
835,209,เรียกคิว,พร้อมรับ
836,209,ส่งมอบสำเร็จ,เสร็จสิ้น
837,210,ส่งเข้า KDS,รอดำเนินการ
838,210,บาริสต้ารับออเดอร์,กำลังทำ
839,210,เรียกคิว,พร้อมรับ
840,210,ส่งมอบสำเร็จ,เสร็จสิ้น
841,211,ส่งเข้า KDS,รอดำเนินการ
842,211,บาริสต้ารับออเดอร์,กำลังทำ
843,211,เรียกคิว,พร้อมรับ
844,211,ส่งมอบสำเร็จ,เสร็จสิ้น
845,212,ส่งเข้า KDS,รอดำเนินการ
846,212,บาริสต้ารับออเดอร์,กำลังทำ
847,212,เรียกคิว,พร้อมรับ
848,212,ส่งมอบสำเร็จ,เสร็จสิ้น
849,213,ส่งเข้า KDS,รอดำเนินการ
850,213,บาริสต้ารับออเดอร์,กำลังทำ
851,213,เรียกคิว,พร้อมรับ
852,213,ส่งมอบสำเร็จ,เสร็จสิ้น
853,214,ส่งเข้า KDS,รอดำเนินการ
854,214,บาริสต้ารับออเดอร์,กำลังทำ
855,214,เรียกคิว,พร้อมรับ
856,214,ส่งมอบสำเร็จ,เสร็จสิ้น
857,215,ส่งเข้า KDS,รอดำเนินการ
858,215,บาริสต้ารับออเดอร์,กำลังทำ
859,215,เรียกคิว,พร้อมรับ
860,215,ส่งมอบสำเร็จ,เสร็จสิ้น
861,216,ส่งเข้า KDS,รอดำเนินการ
862,216,บาริสต้ารับออเดอร์,กำลังทำ
863,216,เรียกคิว,พร้อมรับ
864,216,ส่งมอบสำเร็จ,เสร็จสิ้น
865,217,ส่งเข้า KDS,รอดำเนินการ
866,217,บาริสต้ารับออเดอร์,กำลังทำ
867,217,เรียกคิว,พร้อมรับ
868,217,ส่งมอบสำเร็จ,เสร็จสิ้น
869,218,ส่งเข้า KDS,รอดำเนินการ
870,218,บาริสต้ารับออเดอร์,กำลังทำ
871,218,เรียกคิว,พร้อมรับ
872,218,ส่งมอบสำเร็จ,เสร็จสิ้น
873,219,ส่งเข้า KDS,รอดำเนินการ
874,219,บาริสต้ารับออเดอร์,กำลังทำ
875,219,เรียกคิว,พร้อมรับ
876,219,ส่งมอบสำเร็จ,เสร็จสิ้น
877,220,ส่งเข้า KDS,รอดำเนินการ
878,220,บาริสต้ารับออเดอร์,กำลังทำ
879,220,เรียกคิว,พร้อมรับ
880,220,ส่งมอบสำเร็จ,เสร็จสิ้น
881,221,ส่งเข้า KDS,รอดำเนินการ
882,221,บาริสต้ารับออเดอร์,กำลังทำ
883,221,เรียกคิว,พร้อมรับ
884,221,ส่งมอบสำเร็จ,เสร็จสิ้น
885,222,ส่งเข้า KDS,รอดำเนินการ
886,222,บาริสต้ารับออเดอร์,กำลังทำ
887,222,เรียกคิว,พร้อมรับ
888,222,ส่งมอบสำเร็จ,เสร็จสิ้น
889,223,ส่งเข้า KDS,รอดำเนินการ
890,223,บาริสต้ารับออเดอร์,กำลังทำ
891,223,เรียกคิว,พร้อมรับ
892,223,ส่งมอบสำเร็จ,เสร็จสิ้น
893,224,ส่งเข้า KDS,รอดำเนินการ
894,224,บาริสต้ารับออเดอร์,กำลังทำ
895,224,เรียกคิว,พร้อมรับ
896,224,ส่งมอบสำเร็จ,เสร็จสิ้น
897,225,ส่งเข้า KDS,รอดำเนินการ
898,225,บาริสต้ารับออเดอร์,กำลังทำ
899,225,เรียกคิว,พร้อมรับ
900,225,ส่งมอบสำเร็จ,เสร็จสิ้น
901,226,ส่งเข้า KDS,รอดำเนินการ
902,226,บาริสต้ารับออเดอร์,กำลังทำ
903,226,เรียกคิว,พร้อมรับ
904,226,ส่งมอบสำเร็จ,เสร็จสิ้น
905,227,ส่งเข้า KDS,รอดำเนินการ
906,227,บาริสต้ารับออเดอร์,กำลังทำ
907,227,เรียกคิว,พร้อมรับ
908,227,ส่งมอบสำเร็จ,เสร็จสิ้น
909,228,ส่งเข้า KDS,รอดำเนินการ
910,228,บาริสต้ารับออเดอร์,กำลังทำ
911,228,เรียกคิว,พร้อมรับ
912,228,ส่งมอบสำเร็จ,เสร็จสิ้น
913,229,ส่งเข้า KDS,รอดำเนินการ
914,229,บาริสต้ารับออเดอร์,กำลังทำ
915,229,เรียกคิว,พร้อมรับ
916,229,ส่งมอบสำเร็จ,เสร็จสิ้น
917,230,ส่งเข้า KDS,รอดำเนินการ
918,230,บาริสต้ารับออเดอร์,กำลังทำ
919,230,เรียกคิว,พร้อมรับ
920,230,ส่งมอบสำเร็จ,เสร็จสิ้น
921,231,ส่งเข้า KDS,รอดำเนินการ
922,231,บาริสต้ารับออเดอร์,กำลังทำ
923,231,เรียกคิว,พร้อมรับ
924,231,ส่งมอบสำเร็จ,เสร็จสิ้น
925,232,ส่งเข้า KDS,รอดำเนินการ
926,232,บาริสต้ารับออเดอร์,กำลังทำ
927,232,เรียกคิว,พร้อมรับ
928,232,ส่งมอบสำเร็จ,เสร็จสิ้น
929,233,ส่งเข้า KDS,รอดำเนินการ
930,233,บาริสต้ารับออเดอร์,กำลังทำ
931,233,เรียกคิว,พร้อมรับ
932,233,ส่งมอบสำเร็จ,เสร็จสิ้น
933,234,ส่งเข้า KDS,รอดำเนินการ
934,234,บาริสต้ารับออเดอร์,กำลังทำ
935,234,เรียกคิว,พร้อมรับ
936,234,ส่งมอบสำเร็จ,เสร็จสิ้น
937,235,ส่งเข้า KDS,รอดำเนินการ
938,235,บาริสต้ารับออเดอร์,กำลังทำ
939,235,เรียกคิว,พร้อมรับ
940,235,ส่งมอบสำเร็จ,เสร็จสิ้น
941,236,ส่งเข้า KDS,รอดำเนินการ
942,236,บาริสต้ารับออเดอร์,กำลังทำ
943,236,เรียกคิว,พร้อมรับ
944,236,ส่งมอบสำเร็จ,เสร็จสิ้น
945,237,ส่งเข้า KDS,รอดำเนินการ
946,237,บาริสต้ารับออเดอร์,กำลังทำ
947,237,เรียกคิว,พร้อมรับ
948,237,ส่งมอบสำเร็จ,เสร็จสิ้น
949,238,ส่งเข้า KDS,รอดำเนินการ
950,238,บาริสต้ารับออเดอร์,กำลังทำ
951,238,เรียกคิว,พร้อมรับ
952,238,ส่งมอบสำเร็จ,เสร็จสิ้น
953,239,ส่งเข้า KDS,รอดำเนินการ
954,239,บาริสต้ารับออเดอร์,กำลังทำ
955,239,เรียกคิว,พร้อมรับ
956,239,ส่งมอบสำเร็จ,เสร็จสิ้น
957,240,ส่งเข้า KDS,รอดำเนินการ
958,240,บาริสต้ารับออเดอร์,กำลังทำ
959,240,เรียกคิว,พร้อมรับ
960,240,ส่งมอบสำเร็จ,เสร็จสิ้น
961,241,ส่งเข้า KDS,รอดำเนินการ
962,241,บาริสต้ารับออเดอร์,กำลังทำ
963,241,เรียกคิว,พร้อมรับ
964,241,ส่งมอบสำเร็จ,เสร็จสิ้น
965,242,ส่งเข้า KDS,รอดำเนินการ
966,242,บาริสต้ารับออเดอร์,กำลังทำ
967,242,เรียกคิว,พร้อมรับ
968,242,ส่งมอบสำเร็จ,เสร็จสิ้น
969,243,ส่งเข้า KDS,รอดำเนินการ
970,243,บาริสต้ารับออเดอร์,กำลังทำ
971,243,เรียกคิว,พร้อมรับ
972,243,ส่งมอบสำเร็จ,เสร็จสิ้น
973,244,ส่งเข้า KDS,รอดำเนินการ
974,244,บาริสต้ารับออเดอร์,กำลังทำ
975,244,เรียกคิว,พร้อมรับ
976,244,ส่งมอบสำเร็จ,เสร็จสิ้น
977,245,ส่งเข้า KDS,รอดำเนินการ
978,245,บาริสต้ารับออเดอร์,กำลังทำ
979,245,เรียกคิว,พร้อมรับ
980,245,ส่งมอบสำเร็จ,เสร็จสิ้น
981,246,ส่งเข้า KDS,รอดำเนินการ
982,246,บาริสต้ารับออเดอร์,กำลังทำ
983,246,เรียกคิว,พร้อมรับ
984,246,ส่งมอบสำเร็จ,เสร็จสิ้น
985,247,ส่งเข้า KDS,รอดำเนินการ
986,247,บาริสต้ารับออเดอร์,กำลังทำ
987,247,เรียกคิว,พร้อมรับ
988,247,ส่งมอบสำเร็จ,เสร็จสิ้น
989,248,ส่งเข้า KDS,รอดำเนินการ
990,248,บาริสต้ารับออเดอร์,กำลังทำ
991,248,เรียกคิว,พร้อมรับ
992,248,ส่งมอบสำเร็จ,เสร็จสิ้น
993,249,ส่งเข้า KDS,รอดำเนินการ
994,249,บาริสต้ารับออเดอร์,กำลังทำ
995,249,เรียกคิว,พร้อมรับ
996,249,ส่งมอบสำเร็จ,เสร็จสิ้น
997,250,ส่งเข้า KDS,รอดำเนินการ
998,250,บาริสต้ารับออเดอร์,กำลังทำ
999,250,เรียกคิว,พร้อมรับ
1000,250,ส่งมอบสำเร็จ,เสร็จสิ้น
1001,251,ส่งเข้า KDS,รอดำเนินการ
1002,251,บาริสต้ารับออเดอร์,กำลังทำ
1003,251,เรียกคิว,พร้อมรับ
1004,251,ส่งมอบสำเร็จ,เสร็จสิ้น
1005,252,ส่งเข้า KDS,รอดำเนินการ
1006,252,บาริสต้ารับออเดอร์,กำลังทำ
1007,252,เรียกคิว,พร้อมรับ
1008,252,ส่งมอบสำเร็จ,เสร็จสิ้น
1009,253,ส่งเข้า KDS,รอดำเนินการ
1010,253,บาริสต้ารับออเดอร์,กำลังทำ
1011,253,เรียกคิว,พร้อมรับ
1012,253,ส่งมอบสำเร็จ,เสร็จสิ้น
1013,254,ส่งเข้า KDS,รอดำเนินการ
1014,254,บาริสต้ารับออเดอร์,กำลังทำ
1015,254,เรียกคิว,พร้อมรับ
1016,254,ส่งมอบสำเร็จ,เสร็จสิ้น
1017,255,ส่งเข้า KDS,รอดำเนินการ
1018,255,บาริสต้ารับออเดอร์,กำลังทำ
1019,255,เรียกคิว,พร้อมรับ
1020,255,ส่งมอบสำเร็จ,เสร็จสิ้น
1021,256,ส่งเข้า KDS,รอดำเนินการ
1022,256,บาริสต้ารับออเดอร์,กำลังทำ
1023,256,เรียกคิว,พร้อมรับ
1024,256,ส่งมอบสำเร็จ,เสร็จสิ้น
1025,257,ส่งเข้า KDS,รอดำเนินการ
1026,257,บาริสต้ารับออเดอร์,กำลังทำ
1027,257,เรียกคิว,พร้อมรับ
1028,257,ส่งมอบสำเร็จ,เสร็จสิ้น
1029,258,ส่งเข้า KDS,รอดำเนินการ
1030,258,บาริสต้ารับออเดอร์,กำลังทำ
1031,258,เรียกคิว,พร้อมรับ
1032,258,ส่งมอบสำเร็จ,เสร็จสิ้น
1033,259,ส่งเข้า KDS,รอดำเนินการ
1034,259,บาริสต้ารับออเดอร์,กำลังทำ
1035,259,เรียกคิว,พร้อมรับ
1036,259,ส่งมอบสำเร็จ,เสร็จสิ้น
1037,260,ส่งเข้า KDS,รอดำเนินการ
1038,260,บาริสต้ารับออเดอร์,กำลังทำ
1039,260,เรียกคิว,พร้อมรับ
1040,260,ส่งมอบสำเร็จ,เสร็จสิ้น
1041,261,ส่งเข้า KDS,รอดำเนินการ
1042,261,บาริสต้ารับออเดอร์,กำลังทำ
1043,261,เรียกคิว,พร้อมรับ
1044,261,ส่งมอบสำเร็จ,เสร็จสิ้น
1045,262,ส่งเข้า KDS,รอดำเนินการ
1046,262,บาริสต้ารับออเดอร์,กำลังทำ
1047,262,เรียกคิว,พร้อมรับ
1048,262,ส่งมอบสำเร็จ,เสร็จสิ้น
1049,263,ส่งเข้า KDS,รอดำเนินการ
1050,263,บาริสต้ารับออเดอร์,กำลังทำ
1051,263,เรียกคิว,พร้อมรับ
1052,263,ส่งมอบสำเร็จ,เสร็จสิ้น
1053,264,ส่งเข้า KDS,รอดำเนินการ
1054,264,บาริสต้ารับออเดอร์,กำลังทำ
1055,264,เรียกคิว,พร้อมรับ
1056,264,ส่งมอบสำเร็จ,เสร็จสิ้น
1057,265,ส่งเข้า KDS,รอดำเนินการ
1058,265,บาริสต้ารับออเดอร์,กำลังทำ
1059,265,เรียกคิว,พร้อมรับ
1060,265,ส่งมอบสำเร็จ,เสร็จสิ้น
1061,266,ส่งเข้า KDS,รอดำเนินการ
1062,266,บาริสต้ารับออเดอร์,กำลังทำ
